contig	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.58	PSC.63	PSC.61	PSC.52	PSC.54	PSC.59	PSC.69	PSC.67	PSC.78	PSC.71
2458	Phel_contig_8314	132.405326138264	2.09999564075458	0.250937547819537	8.36859871709916	5.8307445366775e-17	5.9574426698429e-15	55	60	35	60	62	198	138	349	167	199
2459	Phel_contig_8318	39.6073943214932	7.13791742192975	0.90531082099778	7.88449365275758	3.1581345964818e-15	2.52017834523836e-13	0	0	2	1	0	95	59	85	53	79
2460	Phel_contig_8319	114.669525675711	3.80716734712454	0.853383881758306	4.46125996577329	8.14791755376496e-06	7.96561522576346e-05	43	3	11	14	9	22	413	100	27	409
2461	Phel_contig_8334	111.468727787587	3.71962577834581	1.05536224839602	3.52450145340998	0.000424280487187516	0.00239235723346567	7	6	4	67	2	132	1	81	543	176
2462	Phel_contig_835	61.2670511924871	2.28315061202837	0.879344079888166	2.59642461267123	0.00941995744816979	0.0309122921427625	12	22	19	44	16	117	16	16	287	5
2463	Phel_contig_8353	279.986625672813	3.94872020538913	0.688788482132809	5.73284877407075	9.87576802628543e-09	2.000027000137e-07	110	11	9	13	37	554	345	496	159	949
2464	Phel_contig_839	116.201476326236	4.0582831812124	0.57820174500036	7.01880133760212	2.23779693406684e-12	1.02388628070823e-10	17	7	10	24	13	515	81	179	94	145
2465	Phel_contig_8390	139.341888558168	4.11923542324748	0.741470476487269	5.55549486307592	2.76826356509292e-08	5.07664420864341e-07	30	4	11	10	27	56	646	170	47	260
2466	Phel_contig_8395	715.984367776936	5.06843153424278	0.779697923278479	6.5005066486916	8.00499511435193e-11	2.61490092809924e-09	120	7	25	29	37	103	2562	2785	533	857
2467	Phel_contig_84	641.963372960467	2.25506110218089	0.887545600825197	2.54078336942264	0.0110604425565351	0.0353564699837112	121	4	158	595	355	155	2123	1431	138	1191
2468	Phel_contig_840	14189.1420376436	2.10731834016503	0.453159590677279	4.6502785851128	3.31486954118952e-06	3.61668102731629e-05	13208	3291	2790	5600	3297	21319	20701	27532	17106	22604
2469	Phel_contig_8405	28.5025195313508	4.0269231114352	0.709197546997047	5.67814021422717	1.36167079814932e-08	2.67009299798718e-07	2	0	1	13	2	32	31	69	74	51
2470	Phel_contig_8438	182.488248370912	4.3297496080666	0.732914340329184	5.90757933065127	3.47171161062339e-09	7.75938965078311e-08	7	8	3	71	6	343	296	209	191	566
2471	Phel_contig_8441	335.038065608546	3.83031907096284	0.87891111375368	4.3580278039769	1.31239714365373e-05	0.000120950591964127	32	2	12	31	178	47	1100	1262	319	354
2472	Phel_contig_8448	321.471954935173	2.6034814357718	1.02583230761182	2.53792107779567	0.0111513128824743	0.0356050730169039	24	6	134	17	333	109	571	104	28	1739
2473	Phel_contig_8450	11.4847476678601	2.75684969117134	0.650475594457991	4.23820619045437	2.25312795912408e-05	0.000193111042803766	6	1	1	6	2	16	12	44	17	12
2474	Phel_contig_8453	254.834684021139	2.03306484093154	0.736547455097805	2.76026320756423	0.0057754809361799	0.0208039789110003	45	67	108	245	77	291	26	268	1078	201
2475	Phel_contig_8467	2.96906013738826	5.10620843132017	1.36476942810114	3.74144403163006	0.000182965927155937	0.00116865992203151	0	0	0	0	0	5	6	1	9	5
2476	Phel_contig_8471	209.062884749623	3.16628135649024	0.882230700617968	3.5889494145606	0.000332013250384247	0.00194471037046187	140	7	14	42	15	92	531	247	25	861
2477	Phel_contig_8499	46.0845375665032	5.33912699080196	0.598002276962913	8.92827200912662	4.32714604643006e-19	6.12516537759772e-17	2	6	0	4	0	52	71	159	66	97
2478	Phel_contig_8510	2696.47178364985	2.19678415604093	0.789100842358704	2.78390801038117	0.0053708264204936	0.0196273121495462	634	652	563	2759	656	2801	344	2432	13200	1094
2479	Phel_contig_8516	69.2807275963421	2.77187770286365	0.515935611941046	5.3725264135874	7.76410520259401e-08	1.28509653590804e-06	21	9	22	10	34	106	86	69	61	240
2480	Phel_contig_8535	1052.4947851084	3.68094102892408	0.439647643791762	8.37247982765841	5.64181841284015e-17	5.78616380468564e-15	216	141	99	165	204	2103	2141	2392	386	2283
2481	Phel_contig_8541	347.025746507217	4.9436338850024	0.49076520377721	10.0733178451801	7.24905664486023e-24	1.62822199581828e-21	38	9	8	42	21	712	496	891	275	873
2482	Phel_contig_8549	50.4901801042995	3.34349823666242	0.612291489967603	5.46063156428865	4.74443743979907e-08	8.23399238434606e-07	19	12	6	4	7	36	182	48	68	74
2483	Phel_contig_8550	217.503529460102	3.44685322051623	0.830641159959036	4.14962969170251	3.33013567785831e-05	0.000270007241804395	113	20	7	31	21	155	548	98	46	965
2484	Phel_contig_8560	14.9058546085307	5.70416375714926	1.01502503997295	5.61972713234866	1.9125928716757e-08	3.62738653638537e-07	2	0	0	1	0	45	18	31	32	10
2485	Phel_contig_858	4376.68883000429	4.42141516358813	0.585353762644988	7.55340692371988	4.24017564488061e-14	2.73728013483528e-12	857	324	339	183	357	15332	2259	9902	2145	10601
2486	Phel_contig_8581	98.2502613831154	2.04914263199022	0.548132309285273	3.7384087697041	0.000185188669876441	0.00118091451663583	52	24	21	82	27	80	60	132	317	145
2487	Phel_contig_8583	35.2449831912741	3.21757703606265	0.855481193139099	3.76113123452322	0.00016914665165252	0.00109375867204668	3	5	3	15	12	99	23	4	135	14
2488	Phel_contig_8587	168.612761805778	5.62541630512524	0.797028126243838	7.05798969935502	1.68928578110763e-12	7.90213579327767e-11	12	4	9	9	1	117	541	135	29	682
2489	Phel_contig_861	121.615329925452	4.13011117645144	0.903832480047925	4.5695538361627	4.88763605470892e-06	5.09927726275927e-05	5	20	26	15	3	340	14	638	202	7
2490	Phel_contig_8639	15.1398713719999	3.3784759948851	0.844884492276706	3.9987430539542	6.3679765503347e-05	0.000470295833383143	8	0	2	2	2	21	37	20	3	47
2491	Phel_contig_8651	477.96654323859	2.33840203006467	0.479234356704706	4.87945406532183	1.06379895285038e-06	1.31358146027114e-05	275	164	111	83	216	1405	389	875	282	838
2492	Phel_contig_8657	86.8074918784774	3.70988341669191	0.467588811323629	7.93407225932149	2.12074601855174e-15	1.72567770335926e-13	19	9	13	11	14	79	243	181	63	193
2493	Phel_contig_8665	172.926218873361	4.33419738105494	0.873310761651675	4.96294969829269	6.94305684875273e-07	9.09389874869406e-06	42	1	14	15	14	30	487	329	26	696
2494	Phel_contig_8687	375.585836278257	2.98883091004379	0.67713793635616	4.41391738606081	1.01516711443931e-05	9.68651601489477e-05	119	87	66	99	80	167	116	1588	109	1565
2495	Phel_contig_8692	138.411633921826	2.16934057966166	0.450148509050775	4.81916642184628	1.4415926714005e-06	1.72714376719171e-05	115	43	18	44	49	270	170	312	136	200
2496	Phel_contig_87	383.686931530832	4.37657860774863	0.524204484005287	8.34899116907304	6.88484846543944e-17	6.87927983800416e-15	29	23	47	47	44	1703	337	681	302	376
2497	Phel_contig_8704	9.63921140275191	2.03137530871661	0.591390692069007	3.43491254759142	0.000592745081552196	0.003179322247173	6	3	7	3	1	11	10	27	14	14
2498	Phel_contig_8707	11.0937019969444	3.73890527396516	1.19607540737587	3.12597788643455	0.00177214877116461	0.00793336506386291	7	0	0	1	0	1	49	27	7	12
2499	Phel_contig_872	1066.85230542085	4.45359308935328	0.68225428743396	6.52776123416355	6.67600054421663e-11	2.20730344027639e-09	132	51	80	44	203	4564	352	1505	354	2777
2500	Phel_contig_8725	816.111380089734	7.06195271820814	0.67711090980483	10.4295361601007	1.81773448647167e-25	4.75022960320452e-23	35	6	5	9	9	238	2057	3287	598	1952
2501	Phel_contig_8735	54.813643690969	4.21335452467005	0.670089687987299	6.2877471481846	3.22105969956873e-10	9.32289249359733e-09	13	7	2	2	6	42	115	68	34	227
2502	Phel_contig_8751	629.777980674385	3.12176456056645	0.673445515617686	4.63551169050871	3.56055599963502e-06	3.8507278534851e-05	419	62	24	83	94	1274	1695	1255	449	565
2503	Phel_contig_8754	76.725548842996	2.17894028263038	0.692682557740941	3.14565490105106	0.0016571541469553	0.00749137315468248	36	4	28	45	37	314	22	128	55	71
2504	Phel_contig_8762	631.778016622445	3.59772044178306	0.541807683804916	6.64021672139753	3.13222265579134e-11	1.12453827396429e-09	86	44	61	91	258	207	1289	2036	1115	1076
2505	Phel_contig_8763	110.388350677333	2.28696142859533	0.305336638257561	7.48996727561467	6.88907884004388e-14	4.27468914873773e-12	33	40	40	31	60	241	132	232	118	150
2506	Phel_contig_8767	105.081927002947	2.06849016448368	0.580378996132412	3.56403346480127	0.000365199364650146	0.00210490200161587	115	26	14	32	26	206	210	183	63	130
2507	Phel_contig_8771	419.802370633482	2.4098560611085	0.538510119294827	4.47504322530499	7.63958556524313e-06	7.54190543015539e-05	268	125	113	58	142	497	1416	618	282	390
2508	Phel_contig_8779	35.7834645890277	8.13004003629204	1.25403889234998	6.4830844448986	8.98661653941272e-11	2.92151033861434e-09	0	1	0	0	0	44	79	19	5	180
2509	Phel_contig_8781	5513.87484552872	5.00438560281067	0.853723512866618	5.86183410365147	4.57782269260475e-09	9.96125421454057e-08	1331	90	82	62	151	2665	2669	30113	13967	7033
2510	Phel_contig_8807	56.9025349118534	2.06565036912119	0.363143567862401	5.68824716153002	1.2834996683839e-08	2.52775028893751e-07	20	17	31	34	15	55	85	117	103	76
2511	Phel_contig_8837	27.509845173072	2.76559879226231	0.508220892709485	5.44172589504937	5.27668252031589e-08	9.03083611694869e-07	12	6	5	5	10	56	50	40	16	61
2512	Phel_contig_8841	38.3147404481788	2.75276337822133	1.04672103806717	2.62989208978208	0.00854119749977971	0.0285596291398884	44	0	0	3	4	57	123	54	27	41
2513	Phel_contig_8852	89.8744714648997	2.08606683628899	0.633749639298893	3.29162607271346	0.000996099582533586	0.0049230759145477	55	18	32	23	57	122	238	25	46	211
2514	Phel_contig_8868	19.7079267205407	2.03492472081903	0.62346274664157	3.26390747768113	0.00109887043711252	0.00533972836399859	3	13	17	1	7	33	13	55	30	25
2515	Phel_contig_887	156.957880447269	2.07282462965549	0.632973075272771	3.27474376182943	0.00105757853231221	0.00517702978227327	22	35	185	46	22	132	339	194	302	186
2516	Phel_contig_8878	126.526709241776	3.55606416272642	0.80586461851015	4.41273147008331	1.02074569516709e-05	9.72714814279494e-05	10	16	17	47	18	27	32	154	91	831
2517	Phel_contig_8885	67.2917567545029	3.27511523118119	0.941046404864361	3.48029089134372	0.000500869641992181	0.00275503645619581	7	1	0	51	11	76	40	64	293	77
2518	Phel_contig_8888	256.857497413502	2.59020385649439	0.655098451338934	3.9539154018764	7.68826027441108e-05	0.000552343478027873	66	75	88	97	66	471	60	247	1091	111
2519	Phel_contig_8899	3217.11796354491	2.15964510484213	0.478308437141579	4.51517250615187	6.32652453098625e-06	6.40858306757899e-05	1646	1004	493	1876	1379	2263	2259	4567	5655	10255
2520	Phel_contig_8910	62.2838308382479	2.65052108983568	0.40474998216729	6.54853911454942	5.81026400537568e-11	1.95193269639185e-09	13	22	23	12	22	106	134	67	70	111
2521	Phel_contig_8931	7.63433674879045	5.30109192728517	1.16038233237444	4.56840110314138	4.91458861811139e-06	5.11953581690423e-05	0	1	0	0	1	7	20	35	9	4
2522	Phel_contig_8941	77.2647671776632	2.27500084598338	0.463241391078714	4.91104829964734	9.05907682189352e-07	1.14515158076941e-05	52	19	15	24	32	152	166	99	55	114
2523	Phel_contig_8963	27.9399951466868	7.77348830534767	1.12404785495341	6.9156204258491	4.65820129545278e-12	1.98561179585329e-10	0	0	0	1	0	92	25	70	9	73
2524	Phel_contig_8969	12.605690511227	2.61580355271373	0.594673406668588	4.39872293494288	1.08889734364257e-05	0.000102900041743803	7	2	3	4	3	10	21	41	10	26
2525	Phel_contig_8976	45.775906993009	3.91059758924451	0.438522836348354	8.91766007400813	4.76243589011564e-19	6.65877891807323e-17	3	4	7	9	8	103	45	133	74	62
2526	Phel_contig_8991	84.3011627041078	3.3217412670999	0.458580631059792	7.24352718391804	4.3716357083404e-13	2.29811054702661e-11	19	19	9	17	19	90	199	106	218	77
2527	Phel_contig_8997	58.1041681689672	2.67093881650004	0.586823230933376	4.55152195023322	5.32592400174333e-06	5.49745395060312e-05	7	14	11	41	13	80	51	93	201	38
2528	Phel_contig_8998	13.3817242229064	4.30871408917602	0.81802977088575	5.2671849393826	1.38531630026966e-07	2.16753750194179e-06	3	0	0	1	3	14	32	21	10	42
2529	Phel_contig_9	15184.6253156398	6.69679140277437	0.58560656757462	11.4356494164848	2.77452956284407e-30	1.14251764331782e-27	722	176	216	110	308	40603	15495	30488	7291	49840
2530	Phel_contig_9023	169.636344422125	5.39690574588616	0.87055967940598	6.19935183486639	5.66961622209228e-10	1.52714400083274e-08	14	5	2	20	1	44	95	327	89	1081
2531	Phel_contig_9026	113.526430832496	2.07505598834784	0.748268259725867	2.7731444724223	0.00555174672653187	0.0201691448380809	146	18	20	22	20	365	38	215	48	215
2532	Phel_contig_9040	24.4109401099134	5.68966239593244	0.803436031819007	7.08166197506832	1.42435752976346e-12	6.79143665682655e-11	1	1	1	1	1	53	57	48	14	52
2533	Phel_contig_9043	93.4899588949857	4.93950075494046	0.730546703802118	6.76137573304063	1.3668752756647e-11	5.28434370441184e-10	5	11	3	8	5	34	57	251	45	524
2534	Phel_contig_9065	30.6074668753627	3.18079907817744	0.939908869587412	3.38415689126724	0.000713971927075161	0.00370948748500262	6	3	15	0	8	22	18	110	120	2
2535	Phel_contig_907	1889.9500625258	2.18083145688388	0.713788084882893	3.05529260444531	0.00224841046525739	0.00966581771982999	387	1716	448	310	866	4085	6028	2994	465	459
2536	Phel_contig_908	217.704564258537	6.0920766307867	1.30223891623549	4.67815587050468	2.89466474934665e-06	3.19671672319152e-05	26	2	3	1	0	77	1050	168	31	573
2537	Phel_contig_9080	9.65166106271726	2.75772375286799	0.938177811560267	2.93944678597937	0.00328798725948334	0.0131258692329962	7	0	3	1	2	1	32	11	12	20
2538	Phel_contig_9090	135.604329095292	3.40685516096657	0.638497852992971	5.33573471703447	9.51584433009984e-08	1.5504893117713e-06	67	22	17	10	5	148	413	253	114	220
2539	Phel_contig_9124	477.036936163288	2.87107659069658	0.652041847485427	4.40320909120905	1.0666127658361e-05	0.000101040089752156	164	94	111	140	104	209	151	1865	190	2004
2540	Phel_contig_913	2140.97521664684	4.70511045040752	0.616799678856627	7.62826345683168	2.3793693133583e-14	1.62887907300886e-12	455	69	62	135	111	6061	1565	4310	1465	6326
2541	Phel_contig_914	2733.79951081601	2.23877615407727	0.513588374951716	4.35908650441659	1.30606482240243e-05	0.000120571432551812	1070	1128	1059	746	1130	5140	3059	2524	901	9402
2542	Phel_contig_916	5217.72458858854	3.79892399554989	0.566567438587702	6.7051576508166	2.01189041027868e-11	7.51087329265851e-10	1963	400	271	317	756	12429	8562	13943	3524	8426
2543	Phel_contig_9164	139.271466057084	3.65043432153867	0.439377461491886	8.30819657691086	9.71674662890408e-17	9.49934316116385e-15	13	16	22	43	17	359	94	368	204	224
2544	Phel_contig_9171	121.390134990445	3.55472178438633	0.631201011098463	5.63167948384643	1.78463117187953e-08	3.41568352037618e-07	55	10	12	8	15	138	215	398	43	320
2545	Phel_contig_9176	27.8029589040215	2.15946241317932	0.706534660670401	3.05641397851634	0.00224001745307852	0.0096343083303953	2	19	25	4	3	35	75	43	19	37
2546	Phel_contig_9202	313.010756499255	2.24723736366508	0.484512892261431	4.63813739439679	3.5156306065049e-06	3.81124087050619e-05	136	79	55	144	184	715	194	989	150	550
2547	Phel_contig_922	144.095903344293	8.26547659630782	1.02856150890786	8.0359575239056	9.28509089263877e-16	7.93554088931247e-14	3	1	0	0	1	143	51	183	57	955
2548	Phel_contig_9227	44.6709257074391	2.44245606272551	0.822839338886334	2.96832680123344	0.00299425795076258	0.0121896259115976	29	8	7	11	20	8	54	329	31	9
2549	Phel_contig_9231	17.8714234707193	3.10671521273936	0.708385599465438	4.38562728418498	1.15652005449452e-05	0.000108537418428629	9	4	0	4	3	9	36	65	12	39
2550	Phel_contig_924	591.154247942286	4.2225889687363	0.616939656724612	6.84441164173884	7.67908162028747e-12	3.11961256018196e-10	37	57	99	101	24	2767	411	689	408	852
2551	Phel_contig_9258	358.332165390459	2.03810126633969	0.388659326393984	5.2439273366971	1.57194127328652e-07	2.43431452566274e-06	152	178	129	124	175	741	413	715	156	744
2552	Phel_contig_9259	11.4438791898767	2.74234163008909	0.689939762652645	3.97475515767561	7.04516956883453e-05	0.000512784195344898	7	1	2	1	5	29	21	25	7	12
2553	Phel_contig_9269	40.3437809499848	2.95219120161842	0.559257595751741	5.27876818132466	1.30055215552564e-07	2.05144553005663e-06	22	4	4	3	17	72	41	132	47	63
2554	Phel_contig_9279	27.1458179789188	3.26033091149293	0.880743146802848	3.70179537964971	0.000214079239021205	0.00133868132924122	4	15	7	0	1	105	11	37	11	66
2555	Phel_contig_9287	160.344613637154	3.81102183720444	0.744044903187066	5.12203204521688	3.02260506243121e-07	4.39296044848959e-06	21	2	3	76	15	146	194	414	482	195
2556	Phel_contig_9293	12.9951684281981	4.74758484949048	0.918638747662518	5.16806509802764	2.36529930888769e-07	3.5224166913397e-06	1	1	2	0	1	5	13	51	42	14
2557	Phel_contig_9312	20.5626843851718	4.40205819968507	0.70273286742075	6.26419853655345	3.74747775484312e-10	1.0698419161883e-08	2	0	1	7	0	20	36	49	41	41
2558	Phel_contig_9318	72.1115023785385	2.44835654883843	0.738736673809333	3.31424800695673	0.000918899645417763	0.00459923656780183	10	20	32	50	7	111	34	180	246	11
2559	Phel_contig_9324	342.209638650662	2.3429623908062	0.513238815553946	4.56505299248928	4.99368180330704e-06	5.19396418102865e-05	271	95	46	55	135	347	548	726	257	878
2560	Phel_contig_9325	42.6803607286907	3.84827842000077	0.801572239444548	4.80091279441944	1.57944042097229e-06	1.87041532728474e-05	15	8	2	4	0	16	108	127	20	120
2561	Phel_contig_9339	103.472274038872	2.80359682325798	0.599472557777887	4.6767725843036	2.91425137647701e-06	3.21442873010926e-05	22	27	26	28	38	29	334	376	54	101
2562	Phel_contig_9344	7.7891036665342	5.92634945816785	1.2561531116009	4.71785597108861	2.38343127552008e-06	2.69454638960419e-05	0	0	0	1	0	3	2	34	14	27
2563	Phel_contig_9368	193.501576995213	6.33598905430705	0.84528797862083	7.4956573553132	6.59669121801367e-14	4.11203839273339e-12	16	2	0	4	3	158	959	265	76	244
2564	Phel_contig_9411	171.259555187603	3.78755349034282	0.819585079576194	4.62130605440177	3.81331724870595e-06	4.08668518080955e-05	37	28	11	31	17	46	851	34	59	385
2565	Phel_contig_9428	126.774650569646	2.42663577134655	0.474693469553315	5.11200580372425	3.18756031627995e-07	4.61296668135551e-06	50	30	62	47	20	237	106	155	345	134
2566	Phel_contig_9430	52.8471768284591	2.19498874031756	0.461990874432649	4.75115172569832	2.02261289402046e-06	2.33123720244648e-05	33	18	15	20	15	140	40	97	38	98
2567	Phel_contig_9446	15.2744305557546	2.70137955650235	0.95859821017158	2.81805195110768	0.00483159915849944	0.0179955052665065	13	6	2	0	0	38	25	9	37	7
2568	Phel_contig_9452	337.453312907756	3.09017057777382	0.80368595275478	3.84499762274268	0.000120553607233941	0.000818078885743829	29	8	20	286	49	467	444	375	1240	184
2569	Phel_contig_9461	233.081647463741	2.56221052438807	0.650320027120131	3.93992252665896	8.15079270467409e-05	0.000580965759579419	32	47	40	140	116	222	947	242	69	291
2570	Phel_contig_947	3424.5578551123	6.97538815961361	0.73179892044055	9.53183718201492	1.54524000280403e-21	2.72704758416935e-19	52	30	31	142	38	9172	954	4063	1040	17028
2571	Phel_contig_9475	73.3766598343239	4.9658401957379	0.988107156216632	5.02560897823231	5.01837487756226e-07	6.89531812044424e-06	12	5	0	7	0	30	317	64	13	212
2572	Phel_contig_9481	58.0585145476687	4.43704059086898	0.787755515853141	5.63250970837526	1.77605844041581e-08	3.40167133852156e-07	11	3	7	1	5	7	154	163	30	187
2573	Phel_contig_9492	224.997711658795	2.53683241486653	0.560536563011457	4.5257215715555	6.01897816192189e-06	6.13132640497426e-05	86	55	57	66	94	64	632	292	149	638
2574	Phel_contig_9512	125.643873356063	2.16961885596901	0.656054240617471	3.30707237548984	0.000942765305560967	0.00469847711050285	28	65	35	49	74	304	12	95	338	184
2575	Phel_contig_9517	4.09490458603871	3.28337194833496	1.16747755360719	2.81236409059021	0.00491788015156867	0.0182642999124533	3	0	0	1	0	14	3	2	8	6
2576	Phel_contig_9538	92.3355025105007	4.63991189747194	1.0511758157208	4.41402078327908	1.01468211359125e-05	9.68634720168001e-05	26	5	0	5	1	34	223	25	20	508
2577	Phel_contig_9551	19.07352458801	2.60984957524938	0.721873529230338	3.6153834010675	0.000299903437140634	0.00177848038721539	2	5	17	0	4	15	24	56	25	42
2578	Phel_contig_9556	79.5737810002068	4.34550646521903	1.49092441289861	2.91463901699123	0.00356100171981105	0.0140038930315475	5	0	4	25	7	21	1	847	59	5
2579	Phel_contig_9567	88.7804846992473	2.11118391308727	0.563071758253564	3.74940472886682	0.00017725481931893	0.00113833447056944	43	9	18	69	43	257	104	138	45	130
2580	Phel_contig_9573	28.893776217439	2.6880664722239	0.826101220770963	3.25391901698831	0.00113824723032404	0.00549273151367333	5	0	1	29	8	21	21	57	76	64
2581	Phel_contig_9590	155.767628116193	3.44589647309366	0.490082752542075	7.03125432433541	2.04685017465953e-12	9.48461422967673e-11	29	13	15	64	21	142	145	583	323	242
2582	Phel_contig_9596	23.9494225327035	2.64035974147031	0.747529288308036	3.53211544051541	0.000412249347081298	0.00233613693806829	5	4	22	0	3	32	23	78	47	24
2583	Phel_contig_9607	61.3096735868101	2.82282802820902	0.516653680404892	5.46367544695863	4.66375879157396e-08	8.09914609823624e-07	28	10	5	23	16	179	53	155	51	81
2584	Phel_contig_962	171.536885083638	3.08976942655541	0.517780204020207	5.96733788307369	2.41155694745851e-09	5.61622062708033e-08	28	25	39	53	51	297	180	142	620	129
2585	Phel_contig_9621	112.362878977717	2.87055750442458	0.562835787331836	5.10016876864328	3.39350758587598e-07	4.87209451499934e-06	64	19	8	33	20	108	71	188	247	326
2586	Phel_contig_9637	130.624988151752	4.45591944096775	1.70509174137906	2.61330187275663	0.00896720591234767	0.0297280705398616	1	0	0	0	68	82	134	173	277	508
2587	Phel_contig_964	7466.95119327478	7.67627232068081	0.433270788358581	17.71703176612	3.0983528110362e-70	2.10517581745855e-66	88	91	74	44	94	23984	15670	16413	5500	7750
2588	Phel_contig_9661	31.8847053873089	3.46840444321958	0.763911367905503	4.5403231172345	5.61680833288156e-06	5.76922210397033e-05	6	8	2	3	10	15	103	34	7	109
2589	Phel_contig_9663	14.2552630337549	2.25825884985414	0.711814456773602	3.17253861362975	0.00151112462843854	0.00694090673511961	4	1	3	13	6	17	16	25	5	51
2590	Phel_contig_9675	55.0494085406397	2.34553280472935	0.495212655216606	4.73641531576654	2.17531576593105e-06	2.48719949038595e-05	14	14	35	15	18	72	41	83	170	60
2591	Phel_contig_9683	90.2720250624365	3.26580069748742	0.717148625666559	4.55386872484347	5.26682298115846e-06	5.44472099588911e-05	33	2	4	25	29	47	237	336	39	158
2592	Phel_contig_9687	126.743004727572	3.04151959879813	0.764705401570585	3.97737428368013	6.96804409008238e-05	0.000508532498067291	108	9	10	6	8	211	161	209	112	377
2593	Phel_contig_9698	97.3214563217585	5.65917614717244	0.99052014297223	5.71333777240621	1.10781481144287e-08	2.21709800776099e-07	6	6	3	4	1	9	24	198	15	710
2594	Phel_contig_9699	37.0895948589207	2.52882747805259	0.685087246968314	3.69124879968689	0.000223155719206395	0.00138753743687747	13	6	2	26	13	63	29	24	134	31
2595	Phel_contig_9717	5.95600552460101	3.04862230628322	1.03692721453002	2.94005429075849	0.00328154742915657	0.0131078624382153	0	2	2	2	1	1	2	32	4	19
2596	Phel_contig_9736	107.177531663259	5.62767285303112	0.792762672045305	7.09881160084377	1.25834205923431e-12	6.0852705490872e-11	17	1	2	1	1	218	259	299	37	195
2597	Phel_contig_9752	58.7051630864736	7.71196316854353	0.922593902956237	8.35900079529286	6.32516846027665e-17	6.40010362498085e-15	1	1	0	1	0	145	126	92	91	80
2598	Phel_contig_9756	68.5420777047983	3.60877096389809	0.563106532570705	6.40868246976866	1.46782534095358e-10	4.59062797657497e-09	11	12	7	5	22	204	152	66	39	109
2599	Phel_contig_9757	164.024264572442	2.04515820229049	0.487529463657104	4.19494277730242	2.72940484504792e-05	0.000227754881420671	53	60	68	89	76	99	258	161	527	141
2600	Phel_contig_976	109.323519735552	4.76450358336212	0.650207391245627	7.32766752194954	2.34192837393267e-13	1.30964875199058e-11	12	12	1	10	7	48	264	222	66	406
2601	Phel_contig_9760	54.9503004451193	2.45565327984621	0.518935976556143	4.73209295709822	2.22216599984229e-06	2.53012264531687e-05	13	16	14	19	31	34	124	67	38	169
2602	Phel_contig_9762	23.8571704598093	6.96137778780393	1.9725602727428	3.52910777125421	0.000416963289261932	0.00235891512813505	1	1	0	0	0	1	4	53	0	181
2603	Phel_contig_9763	38.2958599289551	2.8632511052532	0.877384260879563	3.2633946526267	0.00110086103368319	0.00534557819786346	10	11	0	19	11	11	5	119	37	174
2604	Phel_contig_9794	437.31605473904	2.81045606895985	0.636617338466802	4.41467094774455	1.01163748231149e-05	9.66067585884105e-05	313	38	31	68	131	478	251	963	544	1511
2605	Phel_contig_9795	46.8660276536553	4.02139396155608	1.13886560350569	3.5310522586487	0.000413909962713234	0.00234505836285601	0	1	1	27	1	78	12	13	255	27
2606	Phel_contig_9796	78.7421759631439	2.41685160266792	0.762794523961591	3.16841761017888	0.00153271184453907	0.00702344335034276	17	15	24	62	16	74	23	51	401	39
2607	Phel_contig_9802	339.439207362287	5.12462790071414	0.587270736987938	8.72617615343465	2.6342825469731e-18	3.26915666948105e-16	40	17	4	30	10	1049	554	364	269	772
2608	Phel_contig_9808	73.6466524313428	3.95858568574209	0.827028717732965	4.78651539041266	1.69701931482402e-06	1.99574171087353e-05	13	13	4	9	9	56	425	57	9	48
2609	Phel_contig_9825	90.0473873710373	2.98582900120739	0.690325558875281	4.32524764992344	1.52360596469615e-05	0.000137753036954464	13	13	18	54	11	140	23	162	365	54
2610	Phel_contig_9827	43.731909432308	3.79851997322468	0.69620632255369	5.4560262528092	4.86907972368599e-08	8.41805653500877e-07	8	6	2	7	9	27	145	49	13	139
2611	Phel_contig_984	26.8434749442275	2.0875391051314	0.556786569363951	3.74926267980226	0.000177355241674455	0.00113871031377943	9	16	4	14	13	20	13	51	38	90
2612	Phel_contig_9841	49.3547546379261	3.23737036466482	0.464605719086352	6.96799507985205	3.21489467383403e-12	1.41989338606448e-10	18	8	5	9	11	107	68	170	41	56
2613	Phel_contig_9846	61.5345961196412	3.53507649929544	0.628601879920582	5.62371289717121	1.86896174083185e-08	3.5545585858872e-07	10	11	11	16	4	32	158	49	51	227
2614	Phel_contig_9847	2103.59838643894	4.29820900945552	0.881683218617754	4.87500376404348	1.08806380436466e-06	1.34110648866317e-05	372	190	186	216	109	186	197	11520	610	9452
2615	Phel_contig_9849	38.5346268471625	3.69986972595092	0.517902462718683	7.14395082527466	9.06858550911785e-13	4.4893627862806e-11	2	5	6	8	9	32	99	50	63	83
2616	Phel_contig_9855	124.954566480868	7.80146663072192	0.965313575294394	8.08179521182294	6.38202137418881e-16	5.61328727856645e-14	4	0	0	0	2	21	482	268	115	272
2617	Phel_contig_9866	6.73213114366658	2.86580498763488	1.03826167688419	2.7601952874107	0.00577668188112581	0.0208055473317304	2	0	0	3	4	5	28	7	1	12
2618	Phel_contig_9868	78.0559994876197	4.22153313089238	0.537842107931209	7.84901938438842	4.19302814689361e-15	3.28409564773125e-13	19	6	5	8	4	219	160	101	108	82
2619	Phel_contig_9886	71.8845235961729	2.89546779521348	0.664305080538485	4.35864165432307	1.30872201010138e-05	0.000120689595034249	5	18	9	41	21	200	22	53	191	106
